
"KS402EW - Tenure"
"ONS Crown Copyright Reserved [from Nomis on 25 July 2018]"
"Population :","All households"
"Units      :","Households"
"Date       :","2011"
"Rural Urban:","Total"

"postcode sector","All households","Owned: Owned outright","Owned: Owned with a mortgage or loan","Social rented: Rented from council (Local Authority)","Social rented: Other","Private rented: Private landlord or letting agency","Private rented: Other"
"TS3  8",1758,259,404,593,245,198,9
"TS3  9",3137,357,631,1145,603,302,27
"TS4  2",3437,642,908,357,751,645,55
"TS4  3",3562,563,899,608,889,380,144
"TS5  4",2328,466,759,351,437,220,36
"TS5  5",3066,960,1285,19,73,584,42
"TS5  6",3161,917,1177,76,180,697,50
"TS5  7",2631,1189,1087,16,27,242,36
"TS5  8",4839,2465,1836,26,81,333,48
"TS6  0",4458,1663,1599,505,308,285,45
"TS6  6",1377,254,269,364,305,149,11
"TS6  7",1938,191,367,702,402,241,12
"TS6  8",1240,259,388,273,140,148,18
"TS6  9",4282,1263,1442,573,520,379,44
"TS7  0",2663,1388,1014,41,58,108,25
"TS7  8",4065,1930,1597,15,133,295,37
"TS7  9",2704,875,884,382,273,211,29
"TS8  0",4047,796,1635,309,918,231,40
"TS8  9",4843,1171,1693,502,999,340,43
"TS9  5",2375,1060,685,38,364,170,18
"TS9  6",2446,1127,693,40,297,219,28
"TS9  7",959,457,301,4,57,99,9
"TW1  1",3472,937,1334,23,124,923,45
"TW1  2",2843,789,864,10,95,998,30
"TW1  3",1714,413,619,26,90,505,26
"TW1  4",2927,859,1109,40,157,666,46
"TW10 5",1359,530,392,29,98,269,15
"TW10 6",3909,1031,887,30,598,1249,47
"TW10 7",3210,1010,986,232,457,399,31
"TW11 0",2835,886,1072,40,234,551,31
"TW11 8",3778,1081,1428,85,219,850,46
"TW11 9",3478,1145,1263,126,313,525,38
"TW12 1",2911,853,1089,129,276,480,43
"TW12 2",3887,1217,1443,164,398,539,35
"TW12 3",2916,902,932,145,503,307,28
"TW13 4",4875,683,1644,754,415,999,49
"TW13 5",3383,718,1154,358,659,386,33
"TW13 6",3339,634,1010,1057,172,352,26
"TW13 7",2353,588,825,299,158,351,25
"TW14 0",2187,535,776,404,54,346,24
"TW14 8",3780,596,1042,644,492,572,40
"TW14 9",4449,881,1562,826,376,628,46
"TW15 1",4300,1609,1849,41,267,439,32
"TW15 2",3290,1217,1300,49,248,384,30
"TW15 3",3447,1192,1485,40,254,390,20
"TW16 5",2089,836,803,30,139,213,21
"TW16 6",2247,878,923,37,183,176,17
"TW16 7",3806,893,1452,99,680,534,39
"TW17 0",2181,783,912,40,257,115,11
"TW17 8",2845,1278,1036,17,150,273,45
"TW17 9",1193,602,391,4,33,126,8
"TW18 1",3548,1244,1460,59,421,280,22
"TW18 2",3399,1245,1216,31,300,485,51
"TW18 3",1865,548,800,159,48,260,20
"TW18 4",2313,547,802,19,208,645,37
"TW19 5",1556,634,616,16,90,159,16
"TW19 6",550,140,261,3,34,93,9
"TW19 7",4323,952,1393,167,1095,475,34
"TW2  5",3975,1175,1671,129,263,632,45
"TW2  6",4231,1376,1777,128,350,507,34
"TW2  7",4173,1389,1619,93,301,614,80
"TW20 0",3225,807,814,390,272,797,71
"TW20 8",3152,945,1297,440,51,294,35
"TW20 9",2817,770,845,202,123,772,38
"TW3  1",3050,392,575,309,286,1281,49
"TW3  2",3564,1083,1432,94,86,753,44
"TW3  3",4208,765,970,454,323,1477,58
"TW3  4",2864,723,668,222,284,858,40
"TW4  5",3450,605,983,392,566,718,34
"TW4  6",1790,369,458,430,54,378,63
"TW4  7",3646,746,764,462,652,863,48
"TW5  0",4538,1121,1421,468,351,1019,54
"TW5  9",4823,1182,1435,889,195,969,55
"TW7  4",3076,889,870,162,157,796,39
"TW7  5",3304,806,1059,194,282,761,35
"TW7  6",4222,848,1548,435,386,811,43
"TW7  7",3848,772,1188,1082,159,506,34
"TW8  0",4085,448,852,1216,454,829,42
"TW8  8",2286,376,489,676,104,509,25
"TW8  9",2190,420,590,418,198,416,18
"TW9  1",2152,509,506,49,288,696,43
"TW9  2",3035,792,947,71,268,866,37
"TW9  3",2042,724,572,7,76,608,25
"TW9  4",2721,713,813,103,344,623,22
"UB1  1",2766,828,717,85,273,684,63
"UB1  2",5714,1707,1889,484,225,1190,87
"UB1  3",2948,596,603,824,272,493,45
"UB10 0",4015,1012,1372,382,275,697,183
"UB10 8",4649,2009,1860,131,55,441,111
"UB10 9",3802,1298,1631,232,179,383,27
"UB2  4",4045,734,834,704,776,725,58
"UB2  5",5569,1316,1638,546,439,1364,90
"UB3  1",3212,698,1090,374,376,559,33
"UB3  2",4651,793,1506,1004,352,830,33
"UB3  3",2549,405,722,432,281,578,34
"UB3  4",3225,696,1029,400,263,684,34
"UB3  5",2286,421,730,93,107,861,32
"UB4  0",4347,1143,1533,277,250,921,72
"UB4  8",4475,1273,1895,283,154,687,36
"UB4  9",4504,760,1514,740,562,734,37
"UB5  4",5729,1273,2112,794,326,1002,54
"UB5  5",4841,984,1382,811,451,992,46
"UB5  6",6257,792,1740,1506,697,1233,48
"UB6  0",4096,1223,1428,264,88,970,49
"UB6  7",2920,836,1049,94,88,758,48
"UB6  8",5199,1412,1719,375,223,1263,67
"UB6  9",5274,1519,1825,325,172,1188,65
"UB7  0",1358,305,352,93,86,461,31
"UB7  7",3619,833,1092,351,410,747,38
"UB7  8",2727,385,799,660,243,543,28
"UB7  9",3390,647,928,587,506,549,23
"UB8  1",2247,688,635,267,103,463,26
"UB8  2",4641,1010,1337,770,233,1114,64
"UB8  3",5933,1441,1956,937,378,1073,47
"UB9  4",942,348,369,15,62,113,19
"UB9  5",2124,777,670,27,359,197,28
"UB9  6",3008,855,1078,601,122,269,38
"W10  4",4165,375,546,1679,714,717,44
"W10  5",5345,238,300,1559,2301,724,65
"W10  6",5354,763,769,1008,1554,971,51
"W11  1",5142,532,580,1332,1419,1106,59
"W11  2",3607,839,484,312,693,1124,65
"W11  3",2256,831,306,32,129,777,79
"W11  4",4279,652,406,1204,1162,705,39
"W12  0",5691,721,860,810,1988,1028,71
"W12  7",4473,412,510,1781,595,1037,44
"W12  8",4229,462,604,649,813,1488,56
"W12  9",5952,952,1265,767,1087,1643,79
"W13  0",4290,783,1054,759,458,1071,26
"W13  8",3128,882,827,51,177,1050,26
"W13  9",5954,1608,2025,280,343,1485,64
"W14  0",5529,996,1110,494,669,2059,98
"W14  8",5465,1194,919,341,680,2010,95
"W14  9",6788,841,1210,1078,635,2692,158
"W1B  1",270,86,35,0,6,116,11
"W1D  3",136,15,5,4,3,94,2
"W1D  4",234,10,8,0,7,190,11
"W1D  6",348,27,14,16,57,221,3
"W1D  7",144,13,5,1,28,84,6
"W1F  0",581,42,39,87,195,197,2
"W1F  7",341,41,27,60,26,157,6
"W1G  6",428,117,54,2,12,210,12
"W1G  7",167,33,11,0,12,88,10
"W1G  8",781,161,85,1,22,445,19
"W1G  9",168,46,33,2,0,69,2
"W1H  1",602,99,65,10,74,322,14
"W1H  2",937,224,140,2,25,475,25
"W1H  4",436,70,56,60,94,135,10
"W1H  5",538,135,68,3,7,300,9
"W1H  7",748,103,51,1,22,514,20
"W1J  5",145,53,15,0,1,44,4
"W1J  6",104,1,5,15,3,67,6
"W1J  7",451,82,49,1,50,227,12
"W1J  8",190,31,13,0,10,113,10
"W1K  1",173,44,27,0,4,70,8
"W1K  2",310,74,31,22,14,135,6
"W1K  3",154,23,13,1,37,63,6
"W1K  4",78,5,12,24,1,27,5
"W1K  5",148,14,6,23,66,36,1
"W1K  6",484,67,19,10,191,162,12
"W1K  7",314,65,34,2,40,143,5
"W1S  1",104,6,6,26,6,54,5
"W1T  1",282,59,36,52,9,106,12
"W1T  2",345,37,27,20,18,213,18
"W1T  3",138,12,6,23,15,73,4
"W1T  4",228,16,25,20,27,118,16
"W1T  5",596,69,63,65,76,277,18
"W1T  6",144,34,18,13,0,74,2
"W1U  1",213,26,10,11,21,136,2
"W1U  2",145,18,14,0,7,103,3
"W1U  3",286,71,41,1,14,126,8
"W1U  4",684,83,47,12,45,472,10
"W1U  5",623,146,100,37,28,275,11
"W1U  6",716,176,95,1,13,386,22
"W1U  8",382,75,50,0,26,203,16
"W1W  5",691,111,81,143,57,249,19
"W1W  6",994,142,138,67,230,353,17
"W1W  7",485,79,59,0,100,216,13
"W2   1",3248,462,308,503,431,1374,51
"W2   2",2967,745,418,30,79,1489,56
"W2   3",3981,671,521,93,120,2384,69
"W2   4",4300,835,640,81,251,2228,96
"W2   5",5251,851,638,999,813,1699,77
"W2   6",4183,665,580,775,275,1666,82
"W3   0",2322,650,528,50,99,889,54
"W3   6",5384,706,1151,252,1084,1834,67
"W3   7",5493,912,1082,593,652,1756,70
"W3   8",4446,561,765,1331,477,1041,49
"W3   9",3272,664,664,329,324,1159,29
"W4   1",3551,1243,1066,120,127,910,23
"W4   2",4491,1074,1220,676,297,1089,53
"W4   3",5107,1269,1585,649,297,1185,50
"W4   4",2491,619,598,224,84,885,32
"W4   5",4093,840,1215,352,216,1347,58
"W5   1",3948,1289,1237,110,77,1059,32
"W5   2",4484,1036,899,40,387,1986,64
"W5   3",4170,978,930,165,238,1714,44
"W5   4",5696,1330,1834,703,227,1425,72
"W5   5",2213,458,548,87,158,880,36
"W6   0",5446,971,1040,659,881,1672,75
"W6   7",2713,469,510,150,434,1015,61
"W6   8",3928,477,651,777,810,1046,88
"W6   9",3793,711,618,625,576,1087,62
"W7   1",3684,600,1056,1143,189,569,31
"W7   2",2979,832,1218,139,121,566,22
"W7   3",4473,975,1311,459,401,1162,54
"W8   4",1831,549,259,49,33,780,66
"W8   5",2190,740,279,5,67,945,41
"W8   6",2832,935,399,62,62,1241,47
"W8   7",2635,949,387,119,86,914,36
"W9   1",6117,1257,1152,277,843,2341,85
"W9   2",5358,650,913,403,1146,2034,88
"W9   3",6028,496,854,676,2042,1705,74
"WA1  1",423,45,54,20,89,189,13
"WA1  2",1063,169,268,154,125,316,17
"WA1  3",4502,1544,1756,124,341,628,60
"WA1  4",3332,1397,1589,85,66,145,24
"WA10 1",1205,314,293,24,150,378,17
"WA10 2",2396,535,561,161,662,364,25
"WA10 3",4168,1018,1430,307,743,564,32
"WA10 4",3701,1186,1415,106,364,515,41
"WA10 5",2643,1313,855,88,208,112,12
"WA10 6",3271,1258,1156,150,366,252,33
"WA11 0",6949,2383,2560,395,865,536,73
"WA11 7",2958,998,865,275,569,159,23
"WA11 8",2608,1430,846,46,107,121,21
"WA11 9",4957,1933,1889,234,572,232,41
"WA12 0",1831,465,574,201,391,123,11
"WA12 8",3330,836,1072,265,812,263,19
"WA12 9",4411,1052,1638,258,697,588,54
"WA13 0",2838,1129,1059,149,109,304,23
"WA13 9",2560,994,1072,94,51,290,25
"WA14 1",1497,403,497,24,198,304,14
"WA14 2",2539,946,771,62,137,560,27
"WA14 3",1679,725,645,37,102,126,13
"WA14 4",2926,920,1029,112,187,573,33
"WA14 5",3143,734,1399,143,331,441,36
"WA15 0",1793,880,700,11,12,150,9
"WA15 6",5024,2011,2264,101,218,337,32
"WA15 7",4339,1447,1559,251,672,308,20
"WA15 8",3603,1320,1440,122,190,464,28
"WA15 9",2309,817,1014,25,48,361,18
"WA16 0",2616,1004,916,35,203,363,37
"WA16 6",1363,598,357,21,100,232,20
"WA16 7",1421,632,554,17,42,142,11
"WA16 8",3371,1213,1100,99,556,310,37
"WA16 9",1535,781,526,25,32,132,13
"WA2  0",7456,1899,2493,986,1438,451,73
"WA2  7",3829,623,1073,414,605,915,62
"WA2  8",2327,773,1001,207,110,182,21
"WA2  9",4203,947,1237,1237,427,266,46
"WA3  1",1414,569,651,11,26,122,22
"WA3  2",4106,1525,1809,340,59,273,37
"WA3  3",4404,1151,1571,832,131,599,46
"WA3  4",1926,956,736,70,44,84,18
"WA3  5",1933,736,732,148,81,193,23
"WA3  6",4323,991,1704,193,956,349,47
"WA3  7",1954,797,697,66,237,124,14
"WA4  1",4643,1028,1490,683,425,905,63
"WA4  2",5545,2357,2234,156,378,303,38
"WA4  3",1726,665,686,148,73,109,22
"WA4  4",1222,522,527,19,13,99,16
"WA4  5",2823,1435,1257,1,4,79,8
"WA4  6",3980,1734,1475,45,85,544,59
"WA5  0",2513,347,791,596,340,354,33
"WA5  1",5636,1514,2334,303,546,791,59
"WA5  2",4121,1903,1788,42,50,258,33
"WA5  3",4276,1372,2377,71,109,262,26
"WA5  4",1643,711,644,104,57,93,17
"WA5  7",610,134,386,1,1,80,5
"WA5  8",2592,481,1490,28,249,254,18
"WA5  9",2243,604,1108,23,181,187,17
"WA6  0",1665,656,623,51,107,170,21
"WA6  6",1966,997,722,27,34,131,32
"WA6  7",2502,960,816,148,210,274,30
"WA6  8",999,526,376,12,26,40,7
"WA6  9",1041,528,387,9,18,78,9
"WA7  1",2682,400,1150,47,417,626,26
"WA7  2",6828,1420,1651,258,2957,313,60
"WA7  3",1530,553,758,7,65,124,8
"WA7  4",4000,1479,1656,72,352,358,36
"WA7  5",5482,1483,1917,380,1127,450,49
"WA7  6",6381,1117,2299,173,2194,386,40
"WA8  0",1495,338,486,120,244,257,19
"WA8  3",2809,1041,1175,59,256,235,23
"WA8  4",3040,648,1036,246,867,169,13
"WA8  5",885,397,349,12,14,88,12
"WA8  6",3335,840,1039,176,582,590,56
"WA8  7",4459,1247,1409,472,815,413,49
"WA8  8",5271,1532,1854,439,890,414,44
"WA8  9",4822,1759,2466,52,173,308,24
"WA9  1",2219,306,393,358,748,332,22
"WA9  2",2945,538,612,567,810,317,31
"WA9  3",4884,1389,1551,300,839,673,55
"WA9  4",5738,1825,2110,339,835,491,56
"WA9  5",4977,1370,1898,336,781,438,46
"WC1A 1",128,10,8,19,19,63,3
"WC1A 2",142,39,16,44,2,34,1
"WC1B 3",430,74,48,52,71,154,19
"WC1B 4",276,62,44,3,52,89,21
"WC1E 6",443,59,59,111,31,148,17
"WC1E 7",339,65,40,58,12,134,14
"WC1H 0",663,208,119,12,61,201,32
"WC1H 8",1140,70,68,517,227,206,14
"WC1H 9",1747,288,184,302,115,762,39
"WC1N 1",1499,160,91,492,236,419,63
"WC1N 2",730,93,77,94,163,245,36
"WC1N 3",1126,108,107,414,165,273,30
"WC1R 4",360,51,48,62,26,151,7
"WC1V 6",216,29,21,0,13,107,34
"WC1V 7",125,5,8,72,23,11,3
"WC1X 0",1266,95,116,395,414,204,15
"WC1X 8",194,28,24,4,21,104,2
"WC1X 9",1643,164,167,571,197,498,8
"WC2B 4",348,17,17,15,238,45,14
"WC2B 5",626,73,73,139,128,189,7
"WC2E 7",362,65,41,27,71,131,11
"WC2E 9",170,36,11,28,13,69,3
"WC2H 0",460,29,17,16,143,226,9
"WC2H 7",132,14,6,79,4,22,3
"WC2H 8",117,19,11,12,8,59,3
"WC2H 9",575,59,65,58,125,236,5
"WC2N 4",153,17,15,2,4,99,4
"WC2N 5",141,59,29,0,0,40,5
"WC2N 6",164,24,16,1,31,81,3
"WD17 1",605,74,151,19,95,221,7
"WD17 2",1595,245,482,21,149,610,27
"WD17 3",1409,749,562,4,15,53,12
"WD17 4",3173,1022,1178,29,173,654,52
"WD18 0",3203,609,1154,31,299,995,60
"WD18 6",2028,216,492,216,650,325,21
"WD18 7",4054,911,1468,59,321,1125,58
"WD18 8",284,53,158,0,1,70,2
"WD19 4",3899,1265,1612,134,403,401,25
"WD19 5",2116,1042,787,21,51,158,31
"WD19 6",2819,518,1073,369,599,190,22
"WD19 7",2376,347,692,450,625,204,24
"WD23 1",2480,1084,821,6,56,312,159
"WD23 2",3162,969,1202,29,436,432,20
"WD23 3",2202,696,800,22,390,217,39
"WD23 4",2497,918,1064,13,213,233,30
"WD24 4",1813,349,655,54,236,477,31
"WD24 5",2876,561,1278,72,259,630,34
"WD24 6",1763,323,650,144,322,287,19
"WD24 7",2230,744,962,30,95,363,11
"WD25 0",3240,964,1360,138,331,353,49
"WD25 7",3330,701,1360,247,689,282,19
"WD25 8",534,175,151,13,19,127,17
"WD25 9",4098,1016,1528,362,770,329,30
"WD3  1",2089,710,627,36,169,429,52
"WD3  3",4593,1863,1964,76,265,338,39
"WD3  4",1266,608,526,5,4,72,17
"WD3  5",2899,1376,1023,37,125,283,20
"WD3  6",501,227,163,20,41,30,5
"WD3  7",1335,589,549,22,64,92,10
"WD3  8",2583,616,1074,184,389,276,16
"WD3  9",1047,223,406,79,206,100,19
"WD4  8",3341,1093,1268,288,124,452,27
"WD4  9",1385,641,512,96,18,76,20
"WD5  0",4790,1500,1922,264,660,353,35
"WD6  1",2916,619,1004,74,531,568,19
"WD6  2",3574,788,1242,115,924,353,27
"WD6  3",1862,606,822,8,109,237,29
"WD6  4",3418,620,1077,155,1101,355,18
"WD6  5",3036,599,1013,122,885,262,20
"WD7  7",1102,461,449,0,9,160,7
"WD7  8",2041,846,725,11,232,185,5
"WD7  9",1606,401,734,16,251,140,6
"WF1  1",800,22,39,277,183,253,10
"WF1  2",3179,1138,1122,296,143,386,49
"WF1  3",3467,1012,1270,296,228,555,44
"WF1  4",4426,751,1113,1321,461,660,56
"WF1  5",2962,642,763,378,222,819,47
"WF10 1",1155,299,328,247,80,173,20
"WF10 2",3721,899,1355,857,135,342,49
"WF10 3",5314,1468,1706,1398,366,248,47
"WF10 4",4797,1509,1853,515,143,676,51
"WF10 5",4632,1111,1862,694,312,514,57
"WF11 0",2522,542,752,825,186,177,23
"WF11 8",2924,904,900,574,164,284,30
"WF11 9",2085,611,721,393,86,222,22
"WF12 0",3905,1167,1264,989,52,282,62
"WF12 7",3441,1376,1242,367,65,287,41
"WF12 8",2784,511,1021,766,75,294,31
"WF12 9",2752,1066,808,396,87,291,38
"WF13 1",619,102,147,35,98,215,14
"WF13 2",2463,465,574,552,174,577,40
"WF13 3",3665,822,1174,648,243,611,54
"WF13 4",3213,795,1042,551,121,577,48
"WF14 0",3039,1139,1125,355,13,316,36
"WF14 8",1796,564,619,99,58,388,31
"WF14 9",3685,1505,1337,365,46,320,47
"WF15 6",2260,473,844,357,200,308,31
"WF15 7",3296,1173,1323,277,61,379,34
"WF15 8",2129,626,674,464,88,208,18
"WF16 0",1861,508,806,103,61,321,27
"WF16 9",2930,769,1165,420,118,354,39
"WF17 0",3331,1207,1307,384,106,247,35
"WF17 5",1272,342,261,206,179,236,17
"WF17 6",2610,935,885,219,91,386,39
"WF17 7",3990,1236,1139,738,229,440,45
"WF17 8",2683,736,963,408,86,387,48
"WF17 9",2574,583,889,656,45,272,39
"WF2  0",4726,1625,1743,643,288,317,55
"WF2  6",3464,1736,1257,125,80,154,26
"WF2  7",3609,924,975,966,382,272,30
"WF2  8",5829,1275,1355,2040,612,417,51
"WF2  9",3864,772,1380,749,282,592,48
"WF3  1",4591,1552,2098,438,37,350,52
"WF3  2",2231,565,1035,144,120,288,23
"WF3  3",3630,1046,1731,277,116,347,38
"WF3  4",3245,949,1422,340,124,315,54
"WF4  1",3632,1270,1410,511,142,217,39
"WF4  2",2794,879,954,431,186,264,38
"WF4  3",3972,1516,1579,310,152,332,42
"WF4  4",3679,1395,1414,370,109,289,40
"WF4  5",2194,725,920,202,62,241,28
"WF4  6",2218,623,724,355,172,260,30
"WF5  0",3895,1383,1349,623,196,260,40
"WF5  8",2695,946,1013,161,253,262,22
"WF5  9",2764,640,1085,410,108,450,44
"WF6  1",4934,1153,1888,1018,310,431,61
"WF6  2",4301,1378,1730,430,238,436,48
"WF7  5",3069,803,903,805,175,292,49
"WF7  6",2707,818,957,497,144,234,37
"WF7  7",2927,1045,1226,186,125,262,46
"WF8  1",2093,321,815,431,223,228,29
"WF8  2",5918,1567,2161,1175,447,446,50
"WF8  3",2619,1349,880,100,54,162,24
"WF8  4",3420,1211,1021,549,281,279,31
"WF9  1",2865,971,1145,225,80,368,41
"WF9  2",4538,1211,1449,875,287,608,65
"WF9  3",3553,823,1182,803,350,317,39
"WF9  4",3931,1081,1290,728,286,437,46
"WF9  5",1863,479,512,499,152,170,17
"WN1  1",322,22,17,156,73,42,1
"WN1  2",4269,1692,1599,87,53,746,52
"WN1  3",4568,1004,1136,1428,319,516,41
"WN2  1",3696,1386,1295,642,51,226,34
"WN2  2",3410,817,970,1019,144,362,40
"WN2  3",3905,1022,1582,527,162,509,38
"WN2  4",6453,2242,2497,1000,68,502,55
"WN2  5",4688,1268,1711,731,140,717,55
"WN3  4",2390,408,810,427,183,494,30
"WN3  5",5103,1647,1823,826,291,408,45
"WN3  6",4914,1791,2643,119,23,273,36
"WN4  0",4124,1580,1540,548,100,261,29
"WN4  8",3556,1317,1604,248,20,309,27
"WN4  9",4319,1567,1629,567,25,429,34
"WN5  0",3779,808,1079,1293,167,312,43
"WN5  7",4828,2272,1777,257,193,226,41
"WN5  8",4866,1921,1815,427,108,499,30
"WN5  9",5435,1070,1422,2052,113,577,51
"WN6  0",5489,2155,2277,429,78,428,39
"WN6  7",4168,1408,1623,208,165,658,58
"WN6  8",4998,1869,1733,871,87,321,38
"WN6  9",2130,1010,870,74,5,120,14
"WN7  1",4149,1368,1580,80,155,842,48
"WN7  2",4410,1079,1530,1024,119,551,46
"WN7  3",4440,1526,1587,758,72,395,39
"WN7  4",3221,736,1034,513,294,550,45
"WN7  5",4670,1064,1471,1264,183,549,48
"WN8  0",2578,922,1015,319,76,174,26
"WN8  6",6607,1120,2705,1860,163,611,51
"WN8  7",1760,909,648,35,10,100,16
"WN8  8",4468,1186,1577,990,125,487,38
"WN8  9",3510,709,1105,1071,84,432,42
"WR1  1",1881,470,525,13,83,721,40
"WR1  2",1041,110,134,35,228,450,22
"WR1  3",1809,354,407,66,219,685,28
"WR10 1",3205,1296,773,54,596,355,45
"WR10 2",2502,1164,881,22,207,148,26
"WR10 3",2016,930,648,13,191,171,29
"WR11 1",2854,909,1051,72,474,252,31
"WR11 2",2791,955,1071,37,304,370,32
"WR11 3",1702,549,613,18,158,300,26
"WR11 4",3584,1044,971,92,721,638,45
"WR11 7",3502,1439,1201,48,425,275,39
"WR11 8",2948,1107,1087,47,410,202,40
"WR12 7",2572,1240,637,54,267,274,40
"WR13 5",1488,690,437,21,133,137,29
"WR13 6",1985,960,533,29,199,182,34
"WR14 1",5158,1948,1637,115,683,589,58
"WR14 2",4820,1676,1137,192,1274,395,38
"WR14 3",2679,1171,616,45,366,365,37
"WR14 4",2378,1033,847,12,103,327,21
"WR15 8",3073,1349,806,20,384,393,42
"WR2  4",4163,1903,1567,63,153,377,39
"WR2  5",4767,1411,1418,350,639,775,66
"WR2  6",3199,1505,1051,57,162,335,48
"WR3  7",4676,2035,1886,42,178,443,37
"WR3  8",4100,1309,1559,116,365,600,71
"WR4  0",4156,829,2323,12,156,761,49
"WR4  9",6683,1249,1746,1236,1461,695,70
"WR5  1",4021,980,1400,352,455,662,63
"WR5  2",3436,1286,1429,26,184,431,41
"WR5  3",5414,1923,2240,65,296,717,54
"WR6  5",2133,964,677,19,164,213,35
"WR6  6",2874,1297,907,28,228,280,38
"WR7  4",1998,938,712,18,110,156,22
"WR8  0",2633,1175,675,46,337,297,42
"WR8  9",1133,470,420,9,90,108,10
"WR9  0",2369,1003,751,34,314,188,36
"WR9  7",4029,1689,1746,16,211,287,31
"WR9  8",5062,1732,1532,129,1088,431,52
"WR9  9",1745,349,588,85,513,179,16
"WS1  1",273,10,31,2,38,167,2
"WS1  2",3263,828,852,157,693,629,45
"WS1  3",3092,654,699,223,824,573,43
"WS1  4",3249,735,800,299,653,621,57
"WS10 0",5606,1360,1611,1971,92,364,33
"WS10 7",2549,606,580,559,406,306,16
"WS10 8",4913,988,1412,805,980,570,56
"WS10 9",5109,1311,1642,1076,348,548,51
"WS11 0",1873,340,518,418,175,320,27
"WS11 1",3959,1719,1293,302,170,372,42
"WS11 4",1802,458,508,370,246,141,23
"WS11 5",3222,777,1005,843,108,368,33
"WS11 6",1752,550,473,441,54,189,16
"WS11 7",1646,222,1012,9,110,247,17
"WS11 8",749,188,238,138,92,46,10
"WS11 9",3090,1082,1213,418,53,259,20
"WS12 0",1277,279,572,252,55,93,7
"WS12 1",2172,817,864,103,47,281,24
"WS12 2",2498,638,1340,226,10,237,22
"WS12 3",1988,564,1051,83,17,207,31
"WS12 4",6461,1699,2548,795,499,685,76
"WS13 6",4004,1297,1180,73,728,567,42
"WS13 7",4585,1430,1308,182,1181,349,53
"WS13 8",2587,834,1197,18,181,285,28
"WS14 0",1768,733,699,14,130,147,15
"WS14 9",5020,2132,1965,35,297,414,85
"WS15 1",4174,1405,1621,380,152,528,38
"WS15 2",6172,2159,2356,550,243,700,71
"WS15 3",1684,770,582,28,97,122,35
"WS15 4",3130,1257,1240,50,241,273,25
"WS2  0",3442,816,1015,682,624,220,30
"WS2  7",3176,549,705,188,1314,330,34
"WS2  8",3969,792,1045,348,811,825,39
"WS2  9",4211,1010,980,502,761,793,72
"WS3  1",4718,870,1136,1234,803,529,46
"WS3  2",5745,1118,1332,1063,1469,583,58
"WS3  3",5674,1827,1844,714,691,459,38
"WS3  4",3759,1528,1348,213,336,248,34
"WS3  5",837,270,300,109,95,43,8
"WS4  1",5164,1765,1847,450,558,372,45
"WS4  2",1976,717,542,80,314,268,17
"WS5  3",3683,2083,1292,7,61,192,19
"WS5  4",4367,1102,1585,690,416,455,36
"WS6  6",3845,1572,1371,62,518,242,31
"WS6  7",3427,1308,1384,56,444,167,26
"WS7  0",1672,745,597,25,148,113,19
"WS7  1",2127,787,949,8,154,180,21
"WS7  2",2331,939,855,52,316,122,18
"WS7  3",619,203,202,11,104,67,2
"WS7  4",3040,1110,1083,80,475,225,25
"WS7  9",2504,1121,1098,8,100,137,24
"WS8  6",2495,738,795,302,349,230,30
"WS8  7",3894,1239,1465,343,409,293,43
"WS9  0",3798,1715,1427,187,185,229,25
"WS9  8",4033,1825,1285,219,277,319,40
"WS9  9",3517,1170,1382,293,307,284,24
"WV1  1",619,34,49,205,152,153,10
"WV1  2",4097,919,977,1523,155,397,30
"WV1  3",369,44,52,74,22,168,2
"WV1  4",1470,255,194,235,233,492,16
"WV10 0",4950,813,1028,1791,516,608,42
"WV10 6",4781,1512,1603,879,191,465,34
"WV10 7",2560,897,1045,50,324,184,22
"WV10 8",4814,1274,1353,1645,175,233,31
"WV10 9",5378,868,1074,2065,493,696,56
"WV11 1",4979,1411,1609,1109,135,532,73
"WV11 2",4684,1562,1400,1080,312,199,47
"WV11 3",5055,1941,1569,970,106,344,33
"WV12 4",4359,1750,1410,420,359,329,34
"WV12 5",6167,2109,2381,541,594,382,45
"WV13 1",2303,525,729,335,307,342,18
"WV13 2",2906,613,983,280,320,626,26
"WV13 3",3139,983,943,545,234,333,18
"WV14 0",2538,489,634,805,167,355,23
"WV14 6",3451,981,873,1107,126,259,26
"WV14 7",1745,283,351,621,191,239,13
"WV14 8",6003,1506,1604,1918,401,391,35
"WV14 9",5575,1913,1841,1097,171,416,40
"WV15 5",1554,456,529,221,19,243,34
"WV15 6",1811,826,574,76,78,184,32
"WV16 4",3361,1250,959,328,105,582,56
"WV16 5",1424,640,469,33,134,104,14
"WV16 6",2864,1133,816,258,84,440,44
"WV2  1",1193,246,170,269,155,296,18
"WV2  2",2231,365,426,995,157,210,14
"WV2  3",1491,399,256,110,294,352,39
"WV2  4",823,296,197,54,76,171,10
"WV3  0",3064,675,573,421,432,857,36
"WV3  7",2807,967,1062,212,83,411,25
"WV3  8",2746,1207,1090,188,21,182,26
"WV3  9",3865,1295,957,410,254,851,45
"WV4  4",5514,1885,1877,1011,156,435,42
"WV4  5",4095,1948,1480,73,80,432,27
"WV4  6",4221,1522,1279,724,104,470,39
"WV5  0",2445,976,743,72,481,132,14
"WV5  7",1120,510,331,37,54,154,14
"WV5  8",1613,677,771,4,62,78,10
"WV5  9",1482,642,422,31,260,83,8
"WV6  0",5313,1025,1179,852,750,1290,80
